,Beast,Shirt,Neck,Hat,Eyes,Best_Friend,Nemesis,Strength,Speed,Endurance,Intelligence,Wisdom,Charisma,Class,Element,Habitat,Attribute_X,Attribute_Y,Attribute Z,D_4_6_8_10_12_20
3936,Elephant,Blue Tee,Bow Tie,Brown Hat,Monocle,#7891,#0391,12,14,13,11,13,17,Mage,Air,Forest,1,54,13,"3, 4, 1, 1, 3, 14"
3937,Bear,Blue Track Jacket,,Viking Helmet,Monocle,#3598,#6036,9,13,10,16,17,15,Warrior,Air,Forest,85,68,25,"1, 5, 2, 5, 3, 8"
3938,Black Sheep,Blazer Tee,,,,#4707,#8555,16,7,14,14,15,14,Thief,Fire,Plains,8,44,16,"4, 6, 2, 5, 9, 1"
3939,Penguin,,,Brown Hat,Goggles,#1532,#8186,13,12,9,12,14,11,Mage,Air,Island,75,62,1,"2, 2, 1, 3, 8, 5"
3940,Bear,Brown Jacket,,,,#6006,#9424,14,10,13,14,16,12,Mage,Air,Mountain,42,33,1,"4, 6, 8, 1, 11, 4"
3941,Blue Cat,Green Dress,,Blue Party Hat,,#8049,#1938,16,13,12,12,16,16,Warrior,Earth,Plains,45,33,16,"1, 5, 3, 5, 10, 9"
3942,Rabbit,,Gold Chain,Yellow Bow,,#1403,#8172,12,11,10,12,16,9,Mage,Water,Plains,27,59,31,"3, 2, 7, 8, 5, 10"
3943,Hippo,White Tee,,,,#8024,#1364,9,9,14,12,18,13,Warrior,Fire,Island,51,52,30,"1, 2, 3, 6, 8, 4"
3944,Fox,Fancy Robe,,Leaf Crown,,#8702,#7742,13,13,12,9,14,16,Warrior,Earth,Mountain,92,37,10,"3, 4, 4, 3, 7, 16"
3945,Green Cat,Flannel,,Pink Cowboy Hat,,#6832,#5623,15,14,12,9,13,7,Warrior,Earth,Forest,76,48,1,"4, 2, 1, 4, 5, 19"
3946,Black Bear,Flannel,,Green Party Hat,,#5734,#2709,16,12,12,13,7,9,Mage,Earth,Island,52,56,7,"3, 4, 7, 9, 12, 14"
3947,Pink Bear,White Shirt,,Straw Hat,,#6993,#8553,13,14,17,12,12,12,Warrior,Water,Island,92,58,13,"3, 2, 6, 4, 2, 13"
3948,Turtle,Black Jacket,,Yellow Bow,Pink Goggles,#5939,#8297,9,13,13,10,8,11,Thief,Water,Mountain,33,61,1,"1, 6, 7, 9, 9, 8"
3949,Dragon,White Tank,,Purple Top Hat,Eyepatch,#6646,#2644,15,6,12,12,11,10,Thief,Air,Swamp,9,49,71,"4, 2, 3, 4, 6, 9"
3950,Minotaur,Blue Tee,,Top Hat,,#7398,#1724,18,11,12,12,10,8,Thief,Fire,Forest,97,41,1,"4, 1, 7, 3, 5, 9"
3951,Bear,Red Tank,,,Monocle,#6118,#9451,13,18,15,9,9,11,Mage,Water,Island,19,39,19,"4, 1, 5, 8, 9, 10"
3952,Tiger,White Shirt,,Construction Helmet,,#7801,#7965,17,8,12,10,12,10,Mage,Earth,Mountain,78,64,9,"3, 2, 8, 1, 9, 7"
3953,Brown Dog,Suit,,Witches Hat,,#7512,#1119,8,13,14,13,12,13,Thief,Earth,Mountain,93,47,4,"4, 3, 3, 6, 6, 6"
3954,Pig,,,Pink Fairy Hat,Purple Hero Mask,#7486,#9603,11,11,13,12,11,14,Thief,Earth,Mountain,42,39,12,"3, 6, 8, 4, 12, 10"
3955,Fox,Suit,,Halo and Wings,,#4764,#3461,14,16,15,12,9,10,Mage,Water,Forest,10,41,8,"2, 3, 2, 6, 1, 3"
3956,Lion,Suit,,Chefs Hat,,#9747,#1358,11,11,13,12,11,10,Warrior,Water,Forest,79,41,14,"3, 2, 3, 6, 2, 17"
3957,Dog,White Tank,,Brown Hat,Sunglasses,#8097,#2214,8,9,11,13,11,15,Thief,Water,Mountain,13,51,11,"4, 3, 3, 1, 9, 7"
3958,Dog,Bee Costume,,Purple Top Hat,Little Glasses,#3408,#3047,10,9,16,11,11,13,Thief,Water,Mountain,2,68,5,"1, 5, 4, 9, 10, 13"
3959,Panda,White Shirt,,Pink Cowboy Hat,,#9738,#9071,9,15,15,10,16,14,Warrior,Fire,Mountain,64,50,12,"1, 1, 1, 5, 1, 8"
3960,Hippo,Blue Tee,,Purple Top Hat,,#0604,#4151,8,12,12,11,9,11,Thief,Water,Swamp,82,49,7,"2, 6, 3, 8, 1, 3"
3961,Polar Bear,Suit,,Pink Fairy Hat,,#6307,#9936,11,9,11,14,11,15,Thief,Earth,Swamp,100,48,17,"1, 4, 4, 6, 3, 13"
3962,Snek,,,Chefs Hat,Pink Goggles,#4365,#2378,13,14,12,8,12,9,Mage,Water,Plains,51,52,6,"2, 4, 1, 7, 11, 20"
3963,Black Sheep,Blue Tee,,,,#4324,#9189,17,15,8,12,15,11,Warrior,Earth,Forest,94,36,10,"4, 2, 1, 10, 4, 14"
3964,Siberian Tiger,Overalls,,Top Hat,,#8083,#3455,11,13,14,12,13,16,Mage,Fire,Swamp,12,41,1,"2, 3, 1, 3, 6, 20"
3965,Panda,Scarf and Sweater,,,,#5642,#8643,11,14,13,13,11,15,Thief,Water,Forest,60,41,31,"1, 3, 5, 7, 5, 8"
3966,Dog,Suit,,Brown Hat,,#9729,#8914,14,12,12,15,13,16,Warrior,Earth,Plains,62,62,3,"2, 5, 6, 6, 8, 14"
3967,Purple Monkey,Bee Costume,,Blue Beanie,,#1676,#0889,14,10,10,11,14,12,Mage,Earth,Island,64,50,1,"2, 6, 4, 3, 1, 11"
3968,Black Sheep,,,Straw Hat,Pink Goggles,#9298,#4704,15,13,15,14,14,15,Warrior,Earth,Island,83,51,2,"2, 6, 8, 5, 11, 20"
3969,Dog,Green Tee,,Ribbon,,#3060,#6919,12,16,5,8,10,14,Mage,Earth,Mountain,94,42,3,"2, 1, 8, 2, 9, 19"
3970,Panda,Marching Band,,Halo,3D Glasses,#7528,#5338,18,16,11,12,10,13,Warrior,Earth,Swamp,13,60,8,"3, 3, 5, 4, 3, 19"
3971,Hippo,Red Tee,,Blue Party Hat,,#4037,#4832,11,12,11,11,13,13,Mage,Earth,Mountain,55,61,8,"1, 2, 6, 5, 4, 16"
3972,Tiger,,,Wizard Hat,,#3188,#8080,16,13,10,13,10,11,Warrior,Water,Island,31,27,14,"4, 3, 8, 10, 9, 11"
3973,Siberian Tiger,,,Brown Hat,,#1852,#0048,9,15,15,13,10,11,Thief,Water,Swamp,33,44,6,"2, 1, 4, 7, 10, 2"
3974,Purple Monkey,Brown Jacket,,,Eyepatch,#4621,#6134,12,7,14,10,13,18,Thief,Water,Island,40,52,23,"2, 1, 1, 8, 4, 9"
3975,Siberian Tiger,Blue Tee,Gold Chain,,,#5880,#5319,14,13,14,13,11,8,Mage,Air,Plains,46,48,1,"1, 3, 2, 8, 12, 14"
3976,Lion,Overalls,,Viking Helmet,,#1571,#8633,10,15,13,13,9,9,Warrior,Water,Island,95,43,12,"1, 2, 5, 4, 7, 15"
3977,Tiger,White Shirt,Gold Chain,Blue Beanie,,#4760,#0596,14,11,13,11,9,10,Warrior,Earth,Plains,50,58,1,"1, 5, 5, 3, 6, 1"
3978,Dog,Blue Tee,Bow Tie,,Pink Goggles,#8473,#4308,14,13,18,16,13,10,Mage,Earth,Forest,93,52,6,"3, 1, 2, 3, 6, 8"
3979,Purple Monkey,Overalls,,Yellow Bow,Eyepatch,#1691,#5080,9,10,9,14,7,13,Thief,Fire,Mountain,31,64,1,"2, 5, 5, 4, 2, 8"
3980,Purple Cat,Royal Coat,,Pink Fairy Hat,,#9027,#5514,15,10,13,9,9,15,Thief,Water,Island,84,42,27,"4, 6, 2, 5, 3, 19"
3981,Blue Cat,,Gold Chain,Straw Hat,Monocle,#1586,#1155,10,11,13,5,9,11,Thief,Earth,Plains,74,45,8,"4, 3, 6, 7, 3, 5"
3982,Panda,,,Straw Hat,Steampunk Goggles,#1337,#1300,15,11,18,14,13,13,Mage,Air,Mountain,39,48,9,"4, 6, 1, 2, 12, 17"
3983,Monkey,Puffy Jacket,,Brown Hat,,#4377,#5115,12,14,13,15,11,12,Warrior,Earth,Swamp,4,63,6,"3, 3, 1, 6, 7, 13"
3984,Elephant,Armor and Cape,,Green Party Hat,,#2211,#2549,12,14,12,5,12,9,Thief,Water,Plains,44,25,18,"3, 6, 5, 8, 4, 18"
3985,Elephant,Black Jacket,,,Eyepatch,#1497,#9789,13,11,10,18,17,11,Warrior,Fire,Mountain,66,54,38,"1, 3, 8, 10, 1, 1"
3986,Polar Bear,Overalls,,Pink Fairy Hat,Pink Goggles,#2343,#1421,17,16,17,12,14,10,Warrior,Water,Island,83,59,8,"3, 1, 6, 5, 4, 16"
3987,Purple Monkey,,Gold Chain,,Little Glasses,#5654,#2701,11,13,12,12,16,8,Mage,Earth,Island,36,40,3,"4, 1, 4, 4, 10, 10"
3988,Siberian Tiger,Green Tee,,Halo,,#3428,#3079,16,12,14,11,13,18,Mage,Water,Plains,64,58,6,"1, 6, 7, 7, 11, 3"
3989,Green Cat,Green Tee,,Green Party Hat,Sunglasses,#0177,#6210,12,12,12,11,16,13,Warrior,Earth,Plains,1,41,1,"1, 5, 7, 3, 9, 18"
3990,Panda,Blue Track Jacket,,,Sunglasses,#3844,#0631,17,13,11,14,6,11,Thief,Fire,Swamp,99,43,10,"1, 2, 7, 2, 8, 17"
3991,Monkey,Blue Tee,,Ribbon,,#4999,#1433,15,10,14,14,13,14,Mage,Air,Forest,28,50,5,"1, 3, 1, 8, 12, 1"
3992,Blue Cat,Overalls,,Purple Top Hat,,#4415,#7626,13,13,11,15,12,7,Mage,Air,Plains,35,52,11,"2, 3, 6, 10, 8, 12"
3993,Panda,White Jacket,,Blue Beanie,,#9415,#2882,13,11,7,13,16,11,Thief,Earth,Plains,33,63,32,"2, 5, 2, 5, 1, 4"
3994,Siberian Tiger,,Gold Chain,Crown,,#7374,#9650,8,11,10,8,12,17,Thief,Air,Plains,94,72,20,"4, 6, 4, 6, 11, 12"
3995,Tiger,Green Dress,,Brown Hat,,#4362,#0121,12,11,15,10,11,9,Warrior,Earth,Island,20,52,40,"3, 2, 4, 5, 9, 9"
3996,Dog,White Tee,,Red Party Hat,,#7712,#8229,14,7,9,11,10,17,Warrior,Fire,Forest,86,60,1,"1, 4, 7, 3, 4, 9"
3997,Panda,Suit,,Yellow Bow,,#9872,#1423,14,10,12,12,7,14,Mage,Water,Island,97,48,14,"2, 4, 5, 5, 6, 9"
3998,Penguin,,,Green Bow,Eyepatch,#8103,#9036,14,9,14,13,15,15,Mage,Earth,Mountain,65,50,16,"3, 3, 2, 5, 3, 7"
3999,Blue Cat,White Jacket,,Straw Hat,Eyepatch,#5871,#3743,16,11,15,17,17,12,Thief,Earth,Forest,71,48,5,"1, 5, 1, 4, 8, 12"
4000,Golden Bear,Fancy Robe,,Green Bow,,#5026,#6084,16,8,17,13,11,13,Thief,Air,Mountain,42,50,4,"3, 2, 4, 8, 12, 6"
4001,Monkey,White Shirt,,,,#2971,#6789,7,13,12,14,12,15,Warrior,Earth,Swamp,73,54,18,"2, 2, 6, 10, 3, 18"
4002,Bear,Black Hoodie,,Purple Top Hat,Monocle,#4172,#1610,13,13,15,13,14,12,Thief,Air,Mountain,4,58,2,"3, 5, 1, 10, 8, 11"
4003,Bear,Royal Coat,,,Pink Goggles,#6594,#7927,14,8,12,15,9,10,Mage,Fire,Island,65,43,1,"3, 2, 2, 1, 10, 8"
4004,Hippo,White Tank,,Green Party Hat,,#8217,#6604,11,10,13,8,9,11,Mage,Air,Plains,20,46,7,"1, 5, 6, 5, 1, 18"
4005,Monkey,Royal Coat,,Halo,,#8605,#6222,12,14,9,14,12,7,Mage,Air,Forest,100,47,19,"4, 4, 5, 2, 7, 5"
4006,Purple Dragon,Red Tee,Gold Chain,,,#1476,#8069,11,8,14,7,12,14,Mage,Fire,Island,21,45,5,"1, 6, 8, 5, 10, 9"
4007,Panda,Royal Coat,,Ribbon,Eyepatch,#4058,#8415,17,8,17,13,14,13,Thief,Water,Plains,17,48,34,"1, 3, 3, 8, 5, 17"
4008,Monkey,Blue Track Jacket,,Blue Beanie,,#2822,#0801,11,15,11,12,14,9,Warrior,Water,Forest,60,40,21,"2, 5, 2, 10, 6, 9"
4009,Penguin,,,Green Party Hat,Pink Goggles,#3179,#3702,12,10,11,15,10,12,Mage,Fire,Swamp,89,51,10,"3, 1, 3, 10, 11, 13"
4010,Brown Dog,White Tee,Bow Tie,Brown Hat,,#1422,#7695,8,14,12,14,14,12,Mage,Fire,Mountain,76,45,35,"3, 2, 4, 3, 9, 12"
4011,Panda,White Tank,Bow Tie,,,#3577,#0395,12,15,14,10,14,13,Mage,Water,Mountain,95,46,11,"1, 3, 5, 2, 5, 17"
4012,Monkey,Overalls,,Ribbon,,#1837,#8778,12,14,10,14,11,16,Thief,Earth,Island,7,45,1,"3, 2, 8, 7, 10, 8"
4013,Bear,White Tee,,Blue Party Hat,Goggles,#3139,#0304,11,16,11,13,9,10,Mage,Earth,Island,95,67,12,"2, 5, 6, 8, 6, 14"
4014,Bear,Blue Track Jacket,,Blue Party Hat,,#7928,#1781,12,11,14,9,13,11,Mage,Fire,Island,3,61,3,"3, 6, 1, 4, 9, 7"
4015,Dog,Overalls,,Yellow Bow,,#3838,#3202,8,10,15,16,12,14,Mage,Air,Swamp,31,44,1,"1, 2, 5, 4, 4, 5"
4016,Lion,Overalls,,Straw Hat,Steampunk Goggles,#9573,#7305,8,13,12,13,13,14,Mage,Water,Plains,94,51,1,"4, 3, 2, 9, 7, 3"
4017,Fox,Brown Robe,,Straw Hat,,#2583,#3893,9,9,12,13,13,11,Thief,Earth,Plains,36,36,6,"2, 2, 8, 10, 7, 12"
4018,Siberian Tiger,Black Hoodie,,Construction Helmet,,#3873,#2116,13,12,11,11,12,16,Warrior,Fire,Mountain,77,41,32,"4, 4, 1, 8, 2, 17"
4019,Tiger,Suit,,Brown Hat,,#4104,#6954,11,15,9,14,10,15,Warrior,Air,Plains,92,48,14,"3, 5, 5, 2, 12, 11"
4020,Black Bear,Toga,,Brown Hat,,#0563,#2103,9,14,12,11,15,14,Thief,Fire,Island,69,54,2,"4, 1, 7, 9, 3, 10"
4021,Purple Dragon,,,Pink Fairy Hat,Eyepatch,#8482,#5681,12,11,12,10,15,15,Warrior,Earth,Swamp,89,36,9,"1, 2, 3, 8, 2, 8"
4022,Green Cat,Black Jacket,,Purple Top Hat,Pink Goggles,#3774,#5417,13,15,12,8,17,10,Mage,Air,Swamp,28,34,6,"2, 6, 4, 7, 12, 14"
4023,Tiger,Blue Tee,Bow Tie,Purple Top Hat,,#9006,#2473,17,13,14,9,15,16,Mage,Earth,Forest,96,52,21,"2, 3, 3, 4, 2, 6"
4024,Fox,Black Hoodie,,Purple Top Hat,Pink Goggles,#7398,#0594,14,13,15,15,15,7,Warrior,Fire,Mountain,81,48,22,"4, 3, 4, 4, 3, 18"
4025,Fox,Black Jacket,,Green Bow,,#0069,#3008,12,9,10,16,15,13,Thief,Fire,Swamp,12,30,26,"4, 5, 8, 2, 8, 7"
4026,Black Sheep,Green Tee,,,,#5727,#9246,13,12,13,12,10,12,Thief,Air,Mountain,33,40,25,"2, 3, 3, 6, 11, 6"
4027,Lion,,,Purple Top Hat,Pink Goggles,#0011,#6586,14,12,12,13,10,13,Thief,Earth,Forest,35,63,4,"4, 6, 8, 7, 12, 4"
4028,Sea Monster,,,,,#7136,#8742,18,15,11,12,11,13,Mage,Water,Island,100,52,7,"3, 2, 5, 9, 10, 20"
4029,Deer,,Bow Tie,,Steampunk Goggles,#0450,#0614,9,13,16,11,12,16,Mage,Earth,Island,1,27,40,"4, 1, 2, 8, 10, 8"
4030,Panda,Green Dress,,Ribbon,,#5950,#5633,14,11,11,11,13,10,Warrior,Air,Forest,9,58,33,"3, 3, 3, 1, 11, 20"
4031,Polar Bear,Red Tank,,Purple Top Hat,,#7047,#1827,11,9,15,14,14,14,Thief,Fire,Island,72,39,2,"3, 5, 7, 5, 10, 6"
4032,Brown Dog,Black Jacket,,Pink Fairy Hat,Eyepatch,#4109,#6050,4,12,10,13,14,8,Warrior,Earth,Swamp,68,70,5,"3, 1, 3, 2, 4, 19"
4033,Turtle,Overalls,,Pink Fairy Hat,,#7425,#7954,13,13,12,16,14,14,Thief,Water,Mountain,10,38,15,"1, 4, 7, 1, 2, 11"
4034,Panda,Overalls,,Chefs Hat,,#7161,#1689,15,8,12,16,12,17,Mage,Water,Plains,32,57,12,"1, 5, 7, 9, 11, 5"
4035,Dog,Red Tank,,Viking Helmet,,#8307,#8562,12,15,12,14,18,9,Warrior,Air,Forest,14,33,8,"1, 2, 1, 8, 9, 2"
4036,Brown Dog,Green Tee,Gold Chain,Red Party Hat,Monocle,#7482,#6979,16,16,12,12,10,9,Thief,Fire,Island,93,54,4,"3, 4, 5, 6, 10, 2"
4037,Elephant,Red Tee,Bow Tie,,,#2531,#6636,13,11,15,11,14,13,Mage,Fire,Island,21,45,1,"2, 1, 4, 5, 8, 9"
4038,Green Cat,,,Purple Top Hat,Pink Goggles,#8149,#3553,15,10,13,11,9,14,Mage,Air,Mountain,53,36,7,"3, 4, 3, 2, 8, 19"
4039,Blue Cat,Suit,,Green Top Hat,Eyepatch,#2351,#8461,15,14,11,8,13,13,Thief,Air,Mountain,22,61,5,"1, 5, 2, 5, 5, 17"
4040,Purple Cat,,Gold Chain,Green Top Hat,Eyepatch,#9419,#1190,12,15,9,13,13,14,Thief,Water,Forest,96,39,4,"4, 3, 4, 5, 8, 1"
4041,Sheep,Brown Jacket,,,Steampunk Goggles,#2792,#5955,10,17,14,10,16,17,Mage,Water,Forest,100,60,21,"2, 2, 2, 10, 9, 20"
4042,Green Cat,,Bow Tie,Straw Hat,,#7504,#4554,12,10,8,9,11,12,Thief,Air,Plains,38,27,7,"4, 4, 3, 2, 2, 18"
4043,Polar Bear,Green Dress,,Yellow Bow,,#7013,#3336,12,8,15,11,13,14,Warrior,Fire,Forest,77,57,17,"3, 4, 8, 1, 11, 16"
4044,Polar Bear,Red Track Jacket,,Construction Helmet,,#8419,#7910,16,13,9,17,11,12,Thief,Earth,Forest,49,56,38,"1, 6, 5, 9, 6, 10"
4045,Pig,White Tee,Bow Tie,Blue Bow,,#2660,#3688,9,17,18,12,7,13,Thief,Air,Island,8,52,22,"1, 1, 1, 3, 7, 19"
4046,Pig,White Jacket,,Blue Party Hat,,#1997,#7356,10,8,12,9,14,12,Thief,Water,Forest,45,57,32,"1, 1, 5, 9, 10, 16"
4047,Blue Cat,Suit,,Viking Helmet,,#7393,#4988,11,16,17,9,12,7,Thief,Fire,Mountain,6,51,1,"4, 5, 1, 10, 9, 9"
4048,Purple Cat,Fancy Robe,,Halo,,#1736,#8433,14,12,14,12,16,14,Warrior,Fire,Swamp,57,45,76,"3, 6, 3, 2, 3, 14"
4049,Polar Bear,Overalls,,Halo and Wings,Eyepatch,#6883,#6145,9,13,17,12,16,18,Warrior,Water,Island,19,41,35,"2, 6, 7, 2, 2, 7"
4050,Polar Bear,White Tee,,Red Party Hat,Pink Goggles,#7643,#8471,13,8,10,10,14,10,Thief,Water,Island,84,37,3,"4, 5, 4, 2, 1, 8"
4051,Purple Cat,,,Wizard Hat,,#9763,#6678,14,13,11,14,13,13,Warrior,Air,Plains,10,46,13,"2, 1, 5, 9, 5, 9"
4052,Bear,White Tee,Gold Chain,Red Party Hat,,#8064,#2546,17,13,11,13,15,11,Thief,Water,Island,56,63,23,"3, 5, 6, 6, 5, 17"
4053,Green Cat,Green Dress,,Purple Top Hat,,#0832,#4701,13,13,8,13,14,15,Thief,Air,Mountain,27,58,4,"2, 3, 6, 4, 5, 4"
4054,Green Cat,Fancy Robe,,Blue Party Hat,,#2572,#5407,10,10,10,10,15,13,Thief,Water,Forest,65,54,11,"4, 1, 5, 7, 7, 3"
4055,Minotaur,,,Brown Hat,Monocle,#4133,#8516,14,14,15,16,14,17,Thief,Air,Forest,34,59,2,"2, 1, 1, 10, 2, 19"
4056,Deer,Green Tee,,Viking Helmet,,#4828,#2377,10,13,13,10,13,14,Warrior,Air,Forest,25,39,5,"4, 3, 8, 6, 8, 17"
4057,Fox,White Jacket,,,,#1034,#0330,14,10,9,13,15,7,Warrior,Water,Island,92,40,2,"2, 2, 2, 5, 11, 2"
4058,Pig,Royal Coat,,Construction Helmet,,#4007,#7692,6,12,12,12,16,12,Warrior,Water,Island,62,50,11,"2, 4, 6, 7, 4, 20"
4059,Golden Bear,Purple Robe,,Straw Hat,,#7597,#0997,12,12,12,10,14,9,Thief,Water,Mountain,74,30,2,"3, 1, 7, 2, 11, 12"
4060,Pink Bear,Blue Tank,Bow Tie,Blue Beanie,,#5347,#0074,13,12,10,10,13,11,Thief,Fire,Plains,51,38,16,"2, 3, 5, 8, 5, 5"
4061,Deer,Overalls,,Straw Hat,Goggles,#6483,#1615,12,10,14,7,13,10,Warrior,Earth,Island,58,57,12,"3, 2, 4, 4, 8, 13"
4062,Purple Monkey,Puffy Jacket,,Chefs Hat,,#5537,#0371,11,10,14,7,13,14,Warrior,Fire,Island,14,48,5,"4, 5, 2, 5, 4, 8"
4063,Rhino,Pink Dress,,Pink Fairy Hat,,#7861,#1475,12,11,11,11,13,10,Warrior,Fire,Plains,13,59,7,"1, 5, 3, 10, 3, 12"
4064,Brown Dog,Blue Track Jacket,,Pink Fairy Hat,,#9229,#6000,11,10,13,14,14,13,Mage,Earth,Island,81,52,1,"4, 4, 8, 6, 3, 5"
4065,Lion,Royal Coat,,Pink Cowboy Hat,,#9548,#8858,13,16,10,11,9,13,Thief,Fire,Mountain,9,31,1,"3, 5, 2, 10, 11, 15"
4066,Turtle,White Tank,,Purple Top Hat,,#7841,#4235,17,9,9,13,14,12,Thief,Fire,Swamp,17,46,21,"3, 2, 1, 2, 3, 16"
4067,Blue Cat,Green Tee,,Construction Helmet,,#5947,#2448,14,12,11,14,17,16,Warrior,Air,Forest,32,44,17,"1, 3, 4, 10, 9, 6"
4068,Snek,,,Green Top Hat,,#2490,#8986,17,12,12,15,13,15,Warrior,Water,Swamp,98,51,3,"4, 1, 5, 2, 12, 6"
4069,Purple Dragon,Suit,,,,#2028,#7140,11,10,13,9,18,13,Mage,Water,Island,20,56,7,"1, 4, 3, 6, 8, 11"
4070,Fox,Overalls,,,,#3862,#4219,11,8,11,16,11,11,Warrior,Water,Mountain,20,48,9,"3, 2, 4, 2, 12, 13"
4071,Brown Dog,Brown Jacket,,Green Bow,,#9608,#5946,13,14,9,7,12,13,Warrior,Air,Swamp,54,50,2,"4, 4, 1, 1, 1, 3"
4072,Bear,Bee Costume,,Chefs Hat,Sunglasses,#5598,#5292,9,17,12,13,12,15,Thief,Earth,Swamp,85,38,3,"2, 5, 5, 5, 4, 11"
4073,Rhino,,,Red Party Hat,,#6142,#9835,13,9,12,14,14,12,Warrior,Water,Island,39,48,1,"3, 2, 6, 1, 1, 18"
4074,Polar Bear,White Tank,Bow Tie,Blue Bow,,#7262,#8478,9,11,15,10,9,15,Warrior,Earth,Swamp,33,50,2,"2, 1, 7, 2, 1, 12"
4075,Brown Dog,Royal Coat,,Blue Beanie,,#9892,#5393,15,17,10,9,10,14,Mage,Water,Swamp,44,26,17,"2, 2, 4, 4, 2, 9"
4076,Sheep,Green Tee,,,,#8072,#4617,10,15,12,16,14,17,Mage,Earth,Forest,42,42,7,"2, 4, 2, 4, 12, 18"
4077,Panda,Black Hoodie,,Chefs Hat,,#7225,#6543,10,8,17,15,16,16,Warrior,Air,Island,83,50,10,"2, 1, 5, 7, 9, 10"
4078,Brown Dog,Toga,,Brown Hat,,#7980,#4359,17,14,15,14,16,15,Thief,Air,Forest,59,44,13,"1, 4, 4, 2, 11, 6"
4079,Panda,Toga,,,,#1773,#0941,13,16,11,15,12,12,Warrior,Water,Mountain,100,40,2,"3, 4, 7, 1, 9, 17"
4080,Bear,,,Ribbon,Eyepatch,#2639,#6239,11,15,16,15,12,12,Warrior,Fire,Mountain,55,57,21,"3, 1, 7, 1, 1, 20"
4081,Black Sheep,Suit,,Viking Helmet,Monocle,#6398,#4686,8,13,10,15,12,10,Warrior,Air,Mountain,50,46,9,"2, 6, 1, 4, 1, 1"
4082,Panda,Overalls,,Construction Helmet,,#1443,#7829,12,13,7,14,11,14,Warrior,Air,Plains,39,54,21,"3, 3, 3, 6, 12, 5"
4083,Bear,White Tank,Bow Tie,Green Bow,,#7634,#6310,11,17,17,15,17,15,Warrior,Fire,Swamp,22,41,2,"3, 5, 6, 2, 2, 8"
4084,Bear,Green Tee,Gold Chain,,Purple Hero Mask,#4646,#6275,12,9,17,12,11,6,Warrior,Air,Swamp,17,40,8,"2, 1, 1, 2, 6, 13"
4085,Lion,White Tee,,Blue Beanie,,#6317,#9533,16,10,16,11,12,13,Thief,Air,Plains,82,49,4,"2, 5, 3, 3, 1, 4"
4086,Lion,,Gold Chain,Green Bow,,#1113,#5588,14,17,5,13,11,11,Mage,Earth,Island,17,34,21,"4, 2, 5, 3, 8, 3"
4087,Pig,Overalls,,Ribbon,Green Hero Mask,#6374,#2702,17,13,10,15,12,10,Mage,Earth,Swamp,9,54,11,"2, 4, 1, 9, 8, 2"
4088,Turtle,Red Tank,,,Pink Goggles,#8853,#8728,13,11,15,11,16,15,Thief,Water,Island,63,58,17,"2, 1, 2, 1, 2, 9"
4089,Sheep,Black Jacket,,Green Bow,,#5596,#7996,15,16,12,16,12,12,Thief,Earth,Plains,61,43,19,"4, 6, 4, 6, 6, 6"
4090,Panda,Blazer Tee,,Halo,,#6432,#6962,9,12,13,11,13,11,Mage,Water,Mountain,2,42,3,"3, 1, 2, 10, 8, 6"
4091,Purple Cat,White Tank,Bow Tie,Red Party Hat,Pink Goggles,#9813,#7851,10,11,14,14,12,15,Thief,Fire,Swamp,58,47,33,"1, 2, 5, 4, 11, 15"
4092,Brown Dog,Black Jacket,,Blue Beanie,,#1294,#3594,14,12,10,15,12,8,Mage,Air,Mountain,37,52,8,"1, 2, 4, 4, 9, 20"
4093,Rabbit,Blue Tee,,Ribbon,,#3771,#6137,12,12,15,12,12,11,Warrior,Earth,Island,38,43,15,"2, 5, 5, 10, 8, 9"
4094,Pig,Blue Tank,,Pink Fairy Hat,Eyepatch,#7195,#9438,13,13,13,12,7,9,Warrior,Fire,Forest,71,45,4,"4, 2, 6, 7, 9, 7"
4095,Panda,Toga,,Brown Hat,,#6355,#9525,14,12,10,12,10,13,Warrior,Air,Forest,1,30,4,"3, 3, 6, 3, 4, 1"
4096,Pig,Red Tee,,Brown Hat,Pink Goggles,#4862,#4436,15,17,11,13,12,15,Mage,Water,Plains,67,47,12,"1, 2, 6, 3, 10, 13"
4097,Penguin,,,Blue Bow,Monocle,#0837,#1283,8,10,13,15,17,14,Mage,Water,Mountain,57,50,13,"3, 4, 1, 5, 9, 7"
4098,Dog,Puffy Jacket,,Blue Bow,Pink Goggles,#0938,#2331,12,12,10,10,10,15,Warrior,Air,Forest,65,57,22,"3, 3, 4, 6, 6, 19"
4099,Blue Cat,Flannel,,Straw Hat,,#6777,#1591,13,14,17,14,13,14,Thief,Water,Mountain,86,47,8,"2, 5, 1, 10, 4, 14"
4100,Pig,Overalls,,Straw Hat,Monocle,#5878,#8441,13,14,12,10,10,13,Thief,Water,Plains,78,66,3,"3, 2, 7, 1, 11, 9"
4101,Bear,Green Tee,Bow Tie,Wizard Hat,,#6360,#7677,15,16,15,13,12,10,Warrior,Air,Mountain,60,45,39,"3, 1, 3, 2, 10, 6"
4102,Green Hair Lion,Black Jacket,,Brown Hat,Monocle,#3785,#8358,9,10,11,11,13,11,Warrior,Fire,Forest,74,41,3,"2, 3, 3, 1, 8, 4"
4103,Black Bear,Red Tee,Gold Chain,Top Hat,Little Glasses,#3021,#5988,16,9,11,16,15,11,Mage,Fire,Island,35,56,3,"3, 4, 6, 10, 9, 6"
